x,y
0.0,0.03636739048117662
0.0006000120002400048,-0.0721781458133558
0.0012000240004800095,0.02964188995385869
0.0018000360007200144,0.08151220327086886
0.002400048000960019,0.07897167032627553
0.0030000600012000237,0.07931124342303211
0.003600072001440029,-0.013219574344605479
0.0042000840016800335,-0.020975640711230672
0.004800096001920038,0.0010525256695990601
0.005400108002160043,-0.003123268531563355
0.0060001200024000475,-0.03876715887286826
0.006600132002640052,-0.011522022008605106
0.007200144002880058,-0.04383935312009231
0.007800156003120062,0.02507746170635542
0.008400168003360067,0.0026037794829582442
0.009000180003600072,-0.07863641640341332
0.009600192003840076,0.05635453653396154
0.010200204004080081,-0.0024619526644333797
0.010800216004320086,0.02194709181477024
0.01140022800456009,0.0716100396880334
0.012000240004800095,-0.0069041982346538
0.0126002520050401,0.042305963616670585
0.013200264005280104,0.01804610987024382
0.013800276005520109,0.01467946956235364
0.014400288005760115,0.05715384712305252
0.01500030000600012,0.09268268736395217
0.015600312006240125,0.0688443896368961
0.016200324006480128,-0.004315923384184506
0.016800336006720134,-0.05685300548485106
0.017400348006960137,0.058740855962245625
0.018000360007200143,0.0741014487816109
0.018600372007440146,0.016039145064600913
0.019200384007680153,0.07408041620433552
0.01980039600792016,-0.009915695222301783
0.020400408008160162,0.05676899317637367
0.021000420008400168,0.0076834313595980485
0.02160043200864017,0.03393453961950163
0.022200444008880178,-0.0794046553410497
0.02280045600912018,0.08037757142040115
0.023400468009360187,0.02796446551888479
0.02400048000960019,0.07581944784020223
0.024600492009840196,-0.001839009307118323
0.0252005040100802,0.043822158432991976
0.025800516010320206,-0.004679132237224517
0.02640052801056021,0.03824707927337337
0.027000540010800215,-0.001442618858476588
0.027600552011040218,-0.02703288348369657
0.028200564011280224,-0.03072529895563285
0.02880057601152023,0.037201600748470745
0.029400588011760233,0.03276007502159932
0.03000060001200024,0.0195035270530814
0.030600612012240243,0.008425430713204857
0.03120062401248025,0.09332607368425086
0.031800636012720256,0.011580856177435064
0.032400648012960255,0.06882465881421262
0.03300066001320026,-0.01586700770848013
0.03360067201344027,0.05232352141493833
0.034200684013680274,0.07508229317949383
0.034800696013920274,0.09691178690646621
0.03540070801416028,0.04194045254632393
0.036000720014400286,0.059061450591954466
0.03660073201464029,-0.03607543869579826
0.03720074401488029,0.035909792435091396
0.0378007560151203,0.09540926351005083
0.038400768015360305,0.05335273280698536
0.03900078001560031,0.05864400091472033
0.03960079201584032,0.08316131766170788
0.04020080401608032,0.10333369462284897
0.040800816016320324,0.004753977156591482
0.04140082801656033,-0.002588067658305146
0.042000840016800337,0.05085514255449799
0.042600852017040336,0.12092669270594349
0.04320086401728034,0.0046332299803262394
0.04380087601752035,0.024828374512958367
0.044400888017760355,0.05165577132503747
0.045000900018000355,0.05753816795207738
0.04560091201824036,0.07743072653531538
0.04620092401848037,0.14075156942919376
0.046800936018720374,0.0377706078663743
0.04740094801896037,0.09890885860098848
0.04800096001920038,0.05474470905375811
0.048600972019440386,-0.0026016645945721173
0.04920098401968039,0.10177858535878279
0.0498009960199204,0.04870070707857951
0.0504010080201604,0.05537927436259103
0.051001020020400405,0.1412599359694948
0.05160103202064041,0.030319474385389303
0.05220104402088042,0.11622022083854038
0.05280105602112042,0.007036193642610475
0.05340106802136042,0.09495150900576771
0.05400108002160043,0.09325896857760019
0.054601092021840436,0.05446082955132184
0.055201104022080436,0.02166854132218113
0.05580111602232044,0.003604675716252892
0.05640112802256045,0.1259866083712164
0.057001140022800455,0.09671386804688346
0.05760115202304046,0.0365886980643356
0.05820116402328046,0.059983642687220895
0.05880117602352047,0.13632327774615188
0.05940118802376047,0.0662640504952826
0.06000120002400048,0.125313906989725
0.06060121202424048,0.02830818451706843
0.061201224024480486,0.061846994526881534
0.06180123602472049,0.09213919821972873
0.0624012480249605,0.037460404673202996
0.0630012600252005,-0.0057233631508470245
0.06360127202544051,-0.019889455847868845
0.06420128402568051,0.09599280028179996
0.06480129602592051,0.09698490548137462
0.06540130802616052,0.0467468744896162
0.06600132002640052,0.016355387379235788
0.06660133202664052,0.09803081132104469
0.06720134402688054,0.07468097862228644
0.06780135602712054,-0.03689193783906561
0.06840136802736055,0.052319765581700414
0.06900138002760055,0.15825497562499297
0.06960139202784055,-0.028881373193889753
0.07020140402808056,0.15214325145606872
0.07080141602832056,0.09629051796668713
0.07140142802856057,0.034366581026254873
0.07200144002880057,0.11057606486632333
0.07260145202904057,0.12345429487191473
0.07320146402928059,0.1349828091750125
0.07380147602952059,0.07960137758857105
0.07440148802976058,0.004935607965534244
0.0750015000300006,0.04073070100421562
0.0756015120302406,0.10476217994883025
0.07620152403048061,0.0867197027323685
0.07680153603072061,-0.008640876538166711
0.07740154803096061,0.013313973546571212
0.07800156003120062,0.0998554230347834
0.07860157203144062,0.11993313799487203
0.07920158403168064,0.1435137558381831
0.07980159603192064,0.05560447036282726
0.08040160803216063,0.038659024617534204
0.08100162003240065,0.08290829589810868
0.08160163203264065,0.09630605149126771
0.08220164403288065,0.08494994385274719
0.08280165603312066,0.08105002907760567
0.08340166803336066,0.09898611297045207
0.08400168003360067,0.021474620291630768
0.08460169203384067,0.009438982649694894
0.08520170403408067,0.09752999755457117
0.08580171603432069,0.08921935282652695
0.08640172803456068,0.20143463255868177
0.0870017400348007,0.1240378827499185
0.0876017520350407,0.01999489608800567
0.0882017640352807,0.0862528041914992
0.08880177603552071,0.07857155154467897
0.08940178803576071,0.08862358480566754
0.09000180003600071,0.03245144517699461
0.09060181203624072,0.044060122366040344
0.09120182403648072,0.09078173152024621
0.09180183603672074,0.10617451430338666
0.09240184803696073,-0.002714123540841412
0.09300186003720073,0.030148860055338816
0.09360187203744075,0.0705797732601712
0.09420188403768075,0.006787905137574907
0.09480189603792075,0.08221859493049763
0.09540190803816076,0.09847581805832623
0.09600192003840076,0.09936948154832735
0.09660193203864077,0.10381222972886171
0.09720194403888077,0.11181761188371467
0.09780195603912077,0.10160560141964105
0.09840196803936078,0.08360940675789427
0.09900198003960078,0.13185592425105688
0.0996019920398408,0.1108974506410619
0.1002020040400808,0.11495770277644592
0.1008020160403208,0.167032560653967
0.10140202804056081,0.1495733687272396
0.10200204004080081,0.08343579167687025
0.10260205204104081,0.11330702098003577
0.10320206404128082,0.029634811390566396
0.10380207604152082,0.1450283497470011
0.10440208804176083,0.14694067336369848
0.10500210004200083,0.14178623169438176
0.10560211204224083,0.07976828724459377
0.10620212404248085,0.11078702039006386
0.10680213604272085,0.11062896049600685
0.10740214804296086,0.1426835493680464
0.10800216004320086,0.11180643059456583
0.10860217204344086,0.07627815695937787
0.10920218404368087,0.03587103297091765
0.10980219604392087,0.021054841838720972
0.11040220804416087,0.08689633248732358
0.11100222004440088,0.059310379259992926
0.11160223204464088,0.15521317034581686
0.1122022440448809,0.12983441651915528
0.1128022560451209,0.09575576752336992
0.1134022680453609,0.10022074670850466
0.11400228004560091,0.09131923281908372
0.11460229204584091,0.11524989363870113
0.11520230404608092,0.10960424101898507
0.11580231604632092,0.08066020980427932
0.11640232804656092,0.1869982617470382
0.11700234004680093,0.13829355648533898
0.11760235204704093,0.17355090745361423
0.11820236404728093,0.09301009981758782
0.11880237604752095,0.08910382327366399
0.11940238804776095,0.09538740485658453
0.12000240004800096,0.15980382957631467
0.12060241204824096,0.044062308781295134
0.12120242404848096,0.15643421429806295
0.12180243604872097,0.12447857966505677
0.12240244804896097,0.18239646223715336
0.12300246004920097,0.12658780557060564
0.12360247204944098,0.024988071551014943
0.12420248404968098,0.12495930497745573
0.124802496049921,0.05845273050917238
0.125402508050161,0.14404621400728812
0.126002520050401,0.07487644080072764
0.126602532050641,0.11850066846196938
0.12720254405088102,0.20714758905926223
0.127802556051121,0.2132402854066395
0.12840256805136102,0.13351200613657305
0.12900258005160103,0.13845484989216478
0.12960259205184102,0.18387089157885766
0.13020260405208103,0.15659208052094276
0.13080261605232105,0.12342714055724967
0.13140262805256103,0.19753227515353666
0.13200264005280105,0.10524114623694973
0.13260265205304106,0.011798811780610347
0.13320266405328104,0.0783246000894493
0.13380267605352106,0.06256247427570898
0.13440268805376107,0.09562264108270599
0.13500270005400108,0.11434636418024745
0.13560271205424107,0.1205386344844315
0.13620272405448108,0.1687251959711139
0.1368027360547211,0.127051482353374
0.13740274805496108,0.09364382024028128
0.1380027600552011,0.11742778627688283
0.1386027720554411,0.07659698351816657
0.1392027840556811,0.1331717582853105
0.1398027960559211,0.11273679231960876
0.14040280805616112,0.17926766103460914
0.1410028200564011,0.23306305314649234
0.14160283205664112,0.09487697065690996
0.14220284405688113,0.19794382490226303
0.14280285605712115,0.15529508763870786
0.14340286805736113,0.21941687637754953
0.14400288005760115,0.19372932728296144
0.14460289205784116,0.13865720637141865
0.14520290405808114,0.18272684228863192
0.14580291605832116,0.18253046407805262
0.14640292805856117,0.09419921127917107
0.14700294005880116,0.19913131891400698
0.14760295205904117,0.20930568431035204
0.14820296405928118,0.09662514685087892
0.14880297605952117,0.1383535577450694
0.14940298805976118,0.09302325299007638
0.1500030000600012,0.168376132573151
0.1506030120602412,0.12174069734220169
0.1512030240604812,0.14579224869565435
0.1518030360607212,0.08439414088121135
0.15240304806096122,0.24161101052795364
0.1530030600612012,0.09004908140946506
0.15360307206144122,0.28298707122035777
0.15420308406168123,0.06402995016239767
0.15480309606192122,0.1632769050443847
0.15540310806216123,0.16805452238778051
0.15600312006240125,0.13190395157223964
0.15660313206264123,0.07992946286953728
0.15720314406288124,0.1388501650276267
0.15780315606312126,0.19930712778074958
0.15840316806336127,0.15709729886466017
0.15900318006360126,0.1784480256476545
0.15960319206384127,0.1982083678237569
0.16020320406408128,0.15735567889877355
0.16080321606432127,0.1471590759994354
0.16140322806456128,0.16799961070899888
0.1620032400648013,0.22533518630357485
0.16260325206504128,0.11178473423403207
0.1632032640652813,0.08154205528521931
0.1638032760655213,0.17061600775162628
0.1644032880657613,0.1356724415912156
0.1650033000660013,0.11925507762738359
0.16560331206624132,0.22077817147415635
0.16620332406648133,0.14182361601795224
0.16680333606672132,0.184487342214154
0.16740334806696133,0.2321723866408075
0.16800336006720135,0.14096055785195066
0.16860337206744133,0.13960841111697292
0.16920338406768134,0.15925286882001188
0.16980339606792136,0.20888198068571967
0.17040340806816134,0.20644446527556404
0.17100342006840136,0.11042603911233281
0.17160343206864137,0.18611747709589707
0.17220344406888136,0.17995941704753352
0.17280345606912137,0.13710977332662383
0.17340346806936138,0.24738433061104514
0.1740034800696014,0.117169772336631
0.17460349206984138,0.26295107067299506
